dataset,comparison,LPIPS
places_365_train,rpip,0.388612
places_365_train,rpip,0.482969
places_365_train,rpip,0.597004
places_365_train,rpip,0.470397
places_365_train,rpip,0.409765
places_365_train,rpip,0.359542
places_365_train,rpip,0.756553
places_365_train,rpip,0.357553
places_365_train,rpip,0.718643
places_365_train,rpip,0.196911
places_365_train,rpip,0.669895
places_365_train,rpip,0.483742
places_365_train,rpip,0.644751
places_365_train,rpip,0.421369
places_365_train,rpip,0.695125
places_365_train,rpip,0.495337
places_365_train,rpip,0.645899
places_365_train,rpip,0.258703
places_365_train,rpip,0.472839
places_365_train,rpip,0.491286
places_365_train,rpip,0.715437
places_365_train,rpip,0.663313
places_365_train,rpip,0.484250
places_365_train,rpip,0.440349
places_365_train,rpip,0.814885
places_365_train,rpip,0.288585
places_365_train,rpip,0.416553
places_365_train,rpip,0.701198
places_365_train,rpip,0.419120
places_365_train,rpip,0.348450
places_365_train,rpip,0.768772
places_365_train,rpip,0.680389
places_365_train,rpip,0.609960
places_365_train,rpip,0.643770
places_365_train,rpip,0.636573
places_365_train,rpip,0.738725
places_365_train,rpip,0.688378
places_365_train,rpip,0.642789
places_365_train,rpip,0.357727
places_365_train,rpip,0.371734
places_365_train,rpip,0.269817
places_365_train,rpip,0.366304
places_365_train,rpip,0.734685
places_365_train,rpip,0.407424
places_365_train,rpip,0.546903
places_365_train,rpip,0.734648
places_365_train,rpip,0.765648
places_365_train,rpip,0.170218
places_365_train,rpip,0.362094
places_365_train,rpip,0.265520
places_365_train,rpip,0.351408
places_365_train,rpip,0.635037
places_365_train,rpip,0.213383
places_365_train,rpip,0.403491
places_365_train,rpip,0.463635
places_365_train,rpip,0.596494
places_365_train,rpip,0.641003
places_365_train,rpip,0.385171
places_365_train,rpip,0.564547
places_365_train,rpip,0.682461
places_365_train,rpip,0.685778
places_365_train,rpip,0.579907
places_365_train,rpip,0.309523
places_365_train,rpip,0.662469
places_365_train,rpip,0.553990
places_365_train,rpip,0.334212
places_365_train,rpip,0.699267
places_365_train,rpip,0.673337
places_365_train,rpip,0.484088
places_365_train,rpip,0.680357
places_365_train,rpip,0.773717
places_365_train,rpip,0.309471
places_365_train,rpip,0.473165
places_365_train,rpip,0.296015
places_365_train,rpip,0.622321
places_365_train,rpip,0.604616
places_365_train,rpip,0.275256
places_365_train,rpip,0.222598
places_365_train,rpip,0.681996
places_365_train,rpip,0.438983
places_365_train,rpip,0.671943
places_365_train,rpip,0.474295
places_365_train,rpip,0.780460
places_365_train,rpip,0.661381
places_365_train,rpip,0.650380
places_365_train,rpip,0.721967
places_365_train,rpip,0.512039
places_365_train,rpip,0.339847
places_365_train,rpip,0.307782
places_365_train,rpip,0.318213
places_365_train,rpip,0.660262
places_365_train,rpip,0.799254
places_365_train,rpip,0.520874
places_365_train,rpip,0.487793
places_365_train,rpip,0.480186
places_365_train,rpip,0.632050
places_365_train,rpip,0.350891
places_365_train,rpip,0.395225
places_365_train,rpip,0.417530
places_365_train,rpip,0.724625
places_365_train,rpip,0.621795
places_365_train,rpip,0.595090
places_365_train,rpip,0.408154
places_365_train,rpip,0.424467
places_365_train,rpip,0.300386
places_365_train,rpip,0.731558
places_365_train,rpip,0.566344
places_365_train,rpip,0.732557
places_365_train,rpip,0.460107
places_365_train,rpip,0.691936
places_365_train,rpip,0.678878
places_365_train,rpip,0.387451
places_365_train,rpip,0.362848
places_365_train,rpip,0.380534
places_365_train,rpip,0.433571
places_365_train,rpip,0.413113
places_365_train,rpip,0.731959
places_365_train,rpip,0.562781
places_365_train,rpip,0.230032
places_365_train,rpip,0.381729
places_365_train,rpip,0.220357
places_365_train,rpip,0.467638
places_365_train,rpip,0.789434
places_365_train,rpip,0.653993
places_365_train,rpip,0.656141
places_365_train,rpip,0.522438
places_365_train,rpip,0.597885
places_365_train,rpip,0.584209
places_365_train,rpip,0.437759
places_365_train,rpip,0.406693
places_365_train,rpip,0.465754
places_365_train,rpip,0.559659
places_365_train,rpip,0.545086
places_365_train,rpip,0.322160
places_365_train,rpip,0.386307
places_365_train,rpip,0.220452
places_365_train,rpip,0.671739
places_365_train,rpip,0.308326
places_365_train,rpip,0.241107
places_365_train,rpip,0.568891
places_365_train,rpip,0.424353
places_365_train,rpip,0.391333
places_365_train,rpip,0.402638
places_365_train,rpip,0.581229
places_365_train,rpip,0.680839
places_365_train,rpip,0.370601
places_365_train,rpip,0.418523
places_365_train,rpip,0.759747
places_365_train,rpip,0.346886
places_365_train,rpip,0.456820
places_365_train,rpip,0.850801
places_365_train,rpip,0.426886
places_365_train,rpip,0.501934
places_365_train,rpip,0.528363
places_365_train,rpip,0.581265
places_365_train,rpip,0.735775
places_365_train,rpip,0.490580
places_365_train,rpip,0.435913
places_365_train,rpip,0.436969
places_365_train,rpip,0.622943
places_365_train,rpip,0.677670
places_365_train,rpip,0.640183
places_365_train,rpip,0.510226
places_365_train,rpip,0.496147
places_365_train,rpip,0.732503
places_365_train,rpip,0.594432
places_365_train,rpip,0.272723
places_365_train,rpip,0.315188
places_365_train,rpip,0.380169
places_365_train,rpip,0.330765
places_365_train,rpip,0.206708
places_365_train,rpip,0.369400
places_365_train,rpip,0.492309
places_365_train,rpip,0.377813
places_365_train,rpip,0.505037
places_365_train,rpip,0.541912
places_365_train,rpip,0.251552
places_365_train,rpip,0.480792
places_365_train,rpip,0.756443
places_365_train,rpip,0.380145
places_365_train,rpip,0.656324
places_365_train,rpip,0.505396
places_365_train,rpip,0.480575
places_365_train,rpip,0.331678
places_365_train,rpip,0.325244
places_365_train,rpip,0.448674
places_365_train,rpip,0.520832
places_365_train,rpip,0.762066
places_365_train,rpip,0.396047
places_365_train,rpip,0.504907
places_365_train,rpip,0.420154
places_365_train,rpip,0.430183
places_365_train,rpip,0.509035
places_365_train,rpip,0.360541
places_365_train,rpip,0.253013
places_365_train,rpip,0.696801
places_365_train,rpip,0.349756
places_365_train,rpip,0.429419
places_365_train,rpip,0.278741
places_365_train,rpip,0.263536
places_365_train,rpip,0.261917
places_365_train,rpip,0.599395
places_365_train,rpip,0.687787
places_365_train,rpip,0.548596
places_365_train,rpip,0.689330
places_365_train,rpip,0.352433
places_365_train,rpip,0.660595
places_365_train,rpip,0.455071
places_365_train,rpip,0.693735
places_365_train,rpip,0.487664
places_365_train,rpip,0.568415
places_365_train,rpip,0.670422
places_365_train,rpip,0.677534
places_365_train,rpip,0.542661
places_365_train,rpip,0.505172
places_365_train,rpip,0.512269
places_365_train,rpip,0.426655
places_365_train,rpip,0.382738
places_365_train,rpip,0.514163
places_365_train,rpip,0.410741
places_365_train,rpip,0.603003
places_365_train,rpip,0.380459
places_365_train,rpip,0.357551
places_365_train,rpip,0.687989
places_365_train,rpip,0.643377
places_365_train,rpip,0.753434
places_365_train,rpip,0.230764
places_365_train,rpip,0.424411
places_365_train,rpip,0.707468
places_365_train,rpip,0.613953
places_365_train,rpip,0.277282
places_365_train,rpip,0.309483
places_365_train,rpip,0.323450
places_365_train,rpip,0.528332
places_365_train,rpip,0.794254
places_365_train,rpip,0.489096
places_365_train,rpip,0.444628
places_365_train,rpip,0.688469
places_365_train,rpip,0.527191
places_365_train,rpip,0.491874
places_365_train,rpip,0.237802
places_365_train,rpip,0.510306
places_365_train,rpip,0.668256
places_365_train,rpip,0.405272
places_365_train,rpip,0.553439
places_365_train,rpip,0.446770
places_365_train,rpip,0.445904
places_365_train,rpip,0.276732
places_365_train,rpip,0.390336
places_365_train,rpip,0.146634
places_365_train,rpip,0.550757
places_365_train,rpip,0.505280
places_365_train,rpip,0.370736
places_365_train,rpip,0.724361
places_365_train,rpip,0.543189
places_365_train,rpip,0.627865
places_365_train,rpip,0.414322
places_365_train,rpip,0.511989
places_365_train,rpip,0.640007
places_365_train,rpip,0.293949
places_365_train,rpip,0.355608
places_365_train,rpip,0.348732
places_365_train,rpip,0.473937
places_365_train,rpip,0.672870
places_365_train,rpip,0.653192
places_365_train,rpip,0.507077
places_365_train,rpip,0.512888
places_365_train,rpip,0.532547
places_365_train,rpip,0.490036
places_365_train,rpip,0.601827
places_365_train,rpip,0.645478
places_365_train,rpip,0.218515
places_365_train,rpip,0.520768
places_365_train,rpip,0.349768
places_365_train,rpip,0.338667
places_365_train,rpip,0.314668
places_365_train,rpip,0.302089
places_365_train,rpip,0.393867
places_365_train,rpip,0.569614
places_365_train,rpip,0.583585
places_365_train,rpip,0.309228
places_365_train,rpip,0.281544
places_365_train,rpip,0.669054
places_365_train,rpip,0.331124
places_365_train,rpip,0.555929
places_365_train,rpip,0.564121
places_365_train,rpip,0.734390
places_365_train,rpip,0.332237
places_365_train,rpip,0.630481
places_365_train,rpip,0.647730
places_365_train,rpip,0.493696
places_365_train,rpip,0.672741
places_365_train,rpip,0.264151
places_365_train,rpip,0.384340
places_365_train,rpip,0.605267
places_365_train,rpip,0.468765
places_365_train,rpip,0.503866
places_365_train,rpip,0.395292
places_365_train,rpip,0.794157
places_365_train,rpip,0.520098
places_365_train,rpip,0.361555
places_365_train,rpip,0.651309
places_365_train,rpip,0.671692
places_365_train,rpip,0.602453
places_365_train,rpip,0.164185
places_365_train,rpip,0.764132
places_365_train,rpip,0.254652
places_365_train,rpip,0.467176
places_365_train,rpip,0.440807
places_365_train,rpip,0.622813
places_365_train,rpip,0.538104
places_365_train,rpip,0.606928
places_365_train,rpip,0.464575
places_365_train,rpip,0.296203
places_365_train,rpip,0.197497
places_365_train,rpip,0.655090
places_365_train,rpip,0.527675
places_365_train,rpip,0.360680
places_365_train,rpip,0.752363
places_365_train,rpip,0.394902
places_365_train,rpip,0.361362
places_365_train,rpip,0.624424
places_365_train,rpip,0.442959
places_365_train,rpip,0.627841
places_365_train,rpip,0.369661
places_365_train,rpip,0.517462
places_365_train,rpip,0.426896
places_365_train,rpip,0.790395
places_365_train,rpip,0.536983
places_365_train,rpip,0.481371
places_365_train,rpip,0.682989
places_365_train,rpip,0.387500
places_365_train,rpip,0.517240
places_365_train,rpip,0.610638
places_365_train,rpip,0.339182
places_365_train,rpip,0.680162
places_365_train,rpip,0.246159
places_365_train,rpip,0.396727
places_365_train,rpip,0.693355
places_365_train,rpip,0.480744
places_365_train,rpip,0.648363
places_365_train,rpip,0.505789
places_365_train,rpip,0.563605
places_365_train,rpip,0.635171
places_365_train,rpip,0.665576
places_365_train,rpip,0.644867
places_365_train,rpip,0.450254
places_365_train,rpip,0.573722
places_365_train,rpip,0.590266
places_365_train,rpip,0.602205
places_365_train,rpip,0.690193
places_365_train,rpip,0.610759
places_365_train,rpip,0.482734
places_365_train,rpip,0.495993
places_365_train,rpip,0.704665
places_365_train,rpip,0.544979
places_365_train,rpip,0.592445
places_365_train,rpip,0.545003
places_365_train,rpip,0.700701
places_365_train,rpip,0.515811
places_365_train,rpip,0.263755
places_365_train,rpip,0.491429
places_365_train,rpip,0.448283
places_365_train,rpip,0.694151
places_365_train,rpip,0.719613
places_365_train,rpip,0.433540
places_365_train,rpip,0.572752
places_365_train,rpip,0.613386
places_365_train,rpip,0.630111
places_365_train,rpip,0.594439
places_365_train,rpip,0.620806
places_365_train,rpip,0.466671
places_365_train,rpip,0.715241
places_365_train,rpip,0.354696
places_365_train,rpip,0.371066
places_365_train,rpip,0.412486
places_365_train,rpip,0.643449
places_365_train,rpip,0.358658
places_365_train,rpip,0.481388
places_365_train,rpip,0.258137
places_365_train,rpip,0.819357
places_365_train,rpip,0.330151
places_365_train,rpip,0.241707
places_365_train,rpip,0.457522
places_365_train,rpip,0.440819
places_365_train,rpip,0.580324
places_365_train,rpip,0.391988
places_365_train,rpip,0.316036
places_365_train,rpip,0.384600
places_365_train,rpip,0.477005
places_365_train,rpip,0.581742
places_365_train,rpip,0.558621
places_365_train,rpip,0.460971
places_365_train,rpip,0.641093
places_365_train,rpip,0.616760
places_365_train,rpip,0.397320
places_365_train,rpip,0.349447
places_365_train,rpip,0.287224
places_365_train,rpip,0.605519
places_365_train,rpip,0.451451
places_365_train,rpip,0.643269
places_365_train,rpip,0.344589
places_365_train,rpip,0.463062
places_365_train,rpip,0.336518
places_365_train,rpip,0.376455
places_365_train,rpip,0.294265
places_365_train,rpip,0.403926
places_365_train,rpip,0.339538
places_365_train,rpip,0.544696
places_365_train,rpip,0.728721
places_365_train,rpip,0.353156
places_365_train,rpip,0.500151
places_365_train,rpip,0.138994
places_365_train,rpip,0.589073
places_365_train,rpip,0.693993
places_365_train,rpip,0.266287
places_365_train,rpip,0.316488
places_365_train,rpip,0.397277
places_365_train,rpip,0.342922
places_365_train,rpip,0.368776
places_365_train,rpip,0.472061
places_365_train,rpip,0.583097
places_365_train,rpip,0.391465
places_365_train,rpip,0.581945
places_365_train,rpip,0.699552
places_365_train,rpip,0.395648
places_365_train,rpip,0.694878
places_365_train,rpip,0.472079
places_365_train,rpip,0.214361
places_365_train,rpip,0.404564
places_365_train,rpip,0.712365
places_365_val,base,0.480150
places_365_val,base,0.693487
places_365_val,base,0.313160
places_365_val,base,0.555317
places_365_val,base,0.425366
places_365_val,base,0.272718
places_365_val,base,0.638125
places_365_val,base,0.370917
places_365_val,base,0.804223
places_365_val,base,0.397117
places_365_val,base,0.423600
places_365_val,base,0.368661
places_365_val,base,0.456671
places_365_val,base,0.409435
places_365_val,base,0.528486
places_365_val,base,0.513795
places_365_val,base,0.440859
places_365_val,base,0.763834
places_365_val,base,0.707182
places_365_val,base,0.736566
places_365_val,base,0.420685
places_365_val,base,0.415064
places_365_val,base,0.588902
places_365_val,base,0.723474
places_365_val,base,0.790468
places_365_val,base,0.495667
places_365_val,base,0.302888
places_365_val,base,0.419328
places_365_val,base,0.697965
places_365_val,base,0.541051
places_365_val,base,0.605498
places_365_val,base,0.631785
places_365_val,base,0.516799
places_365_val,base,0.366960
places_365_val,base,0.476523
places_365_val,base,0.704387
places_365_val,base,0.482130
places_365_val,base,0.521344
places_365_val,base,0.670047
places_365_val,base,0.745771
places_365_val,base,0.569019
places_365_val,base,0.389656
places_365_val,base,0.262089
places_365_val,base,0.577351
places_365_val,base,0.424676
places_365_val,base,0.295934
places_365_val,base,0.241719
places_365_val,base,0.607268
places_365_val,base,0.373575
places_365_val,base,0.325823
places_365_val,base,0.348623
places_365_val,base,0.466510
places_365_val,base,0.388979
places_365_val,base,0.706551
places_365_val,base,0.543296
places_365_val,base,0.329760
places_365_val,base,0.670033
places_365_val,base,0.729478
places_365_val,base,0.740036
places_365_val,base,0.196987
places_365_val,base,0.402171
places_365_val,base,0.646748
places_365_val,base,0.567329
places_365_val,base,0.324346
places_365_val,base,0.200142
places_365_val,base,0.619927
places_365_val,base,0.649833
places_365_val,base,0.594379
places_365_val,base,0.336834
places_365_val,base,0.358137
places_365_val,base,0.335056
places_365_val,base,0.685349
places_365_val,base,0.520929
places_365_val,base,0.244345
places_365_val,base,0.543246
places_365_val,base,0.579819
places_365_val,base,0.478951
places_365_val,base,0.575559
places_365_val,base,0.441806
places_365_val,base,0.684172
places_365_val,base,0.724533
places_365_val,base,0.674480
places_365_val,base,0.572194
places_365_val,base,0.621315
places_365_val,base,0.703128
places_365_val,base,0.337340
places_365_val,base,0.701366
places_365_val,base,0.449673
places_365_val,base,0.359971
places_365_val,base,0.578450
places_365_val,base,0.509139
places_365_val,base,0.289055
places_365_val,base,0.676326
places_365_val,base,0.777653
places_365_val,base,0.726719
places_365_val,base,0.579698
places_365_val,base,0.574380
places_365_val,base,0.301969
places_365_val,base,0.534199
places_365_val,base,0.327219
places_365_val,base,0.490606
places_365_val,base,0.513153
places_365_val,base,0.605707
places_365_val,base,0.357921
places_365_val,base,0.332286
places_365_val,base,0.306576
places_365_val,base,0.307040
places_365_val,base,0.580595
places_365_val,base,0.407656
places_365_val,base,0.348382
places_365_val,base,0.405414
places_365_val,base,0.664086
places_365_val,base,0.731503
places_365_val,base,0.584463
places_365_val,base,0.395968
places_365_val,base,0.433627
places_365_val,base,0.345748
places_365_val,base,0.725719
places_365_val,base,0.405865
places_365_val,base,0.714577
places_365_val,base,0.566984
places_365_val,base,0.453138
places_365_val,base,0.706971
places_365_val,base,0.679755
places_365_val,base,0.253784
places_365_val,base,0.658582
places_365_val,base,0.402070
places_365_val,base,0.519726
places_365_val,base,0.483687
places_365_val,base,0.630965
places_365_val,base,0.230615
places_365_val,base,0.397411
places_365_val,base,0.382675
places_365_val,base,0.635907
places_365_val,base,0.797093
places_365_val,base,0.684757
places_365_val,base,0.302244
places_365_val,base,0.334210
places_365_val,base,0.242731
places_365_val,base,0.292964
places_365_val,base,0.680549
places_365_val,base,0.439411
places_365_val,base,0.537425
places_365_val,base,0.727101
places_365_val,base,0.633913
places_365_val,base,0.337671
places_365_val,base,0.678192
places_365_val,base,0.556430
places_365_val,base,0.650056
places_365_val,base,0.527974
places_365_val,base,0.692019
places_365_val,base,0.620760
places_365_val,base,0.653153
places_365_val,base,0.688935
places_365_val,base,0.335276
places_365_val,base,0.703142
places_365_val,base,0.183775
places_365_val,base,0.390211
places_365_val,base,0.435490
places_365_val,base,0.339758
places_365_val,base,0.447601
places_365_val,base,0.433451
places_365_val,base,0.675431
places_365_val,base,0.629551
places_365_val,base,0.401602
places_365_val,base,0.701192
places_365_val,base,0.717957
places_365_val,base,0.274035
places_365_val,base,0.497779
places_365_val,base,0.492074
places_365_val,base,0.301167
places_365_val,base,0.546299
places_365_val,base,0.350168
places_365_val,base,0.578712
places_365_val,base,0.446406
places_365_val,base,0.310938
places_365_val,base,0.441632
places_365_val,base,0.667939
places_365_val,base,0.440454
places_365_val,base,0.348936
places_365_val,base,0.317757
places_365_val,base,0.264564
places_365_val,base,0.303829
places_365_val,base,0.284859
places_365_val,base,0.765226
places_365_val,base,0.399438
places_365_val,base,0.385470
places_365_val,base,0.459853
places_365_val,base,0.630774
places_365_val,base,0.293618
places_365_val,base,0.503130
places_365_val,base,0.383092
places_365_val,base,0.386498
places_365_val,base,0.514616
places_365_val,base,0.708803
places_365_val,base,0.458018
places_365_val,base,0.628544
places_365_val,base,0.534384
places_365_val,base,0.320814
places_365_val,base,0.176340
places_365_val,base,0.599936
places_365_val,base,0.451207
places_365_val,base,0.442450
places_365_val,base,0.334533
places_365_val,base,0.605041
places_365_val,base,0.891459
places_365_val,base,0.443076
places_365_val,base,0.599536
places_365_val,base,0.528298
places_365_val,base,0.312840
places_365_val,base,0.502187
places_365_val,base,0.401336
places_365_val,base,0.536997
places_365_val,base,0.765075
places_365_val,base,0.651581
places_365_val,base,0.699810
places_365_val,base,0.338539
places_365_val,base,0.351982
places_365_val,base,0.520786
places_365_val,base,0.595935
places_365_val,base,0.731428
places_365_val,base,0.599100
places_365_val,base,0.321735
places_365_val,base,0.399041
places_365_val,base,0.390377
places_365_val,base,0.387416
places_365_val,base,0.390739
places_365_val,base,0.730379
places_365_val,base,0.449215
places_365_val,base,0.492621
places_365_val,base,0.777039
places_365_val,base,0.582366
places_365_val,base,0.484093
places_365_val,base,0.383875
places_365_val,base,0.281641
places_365_val,base,0.399587
places_365_val,base,0.176378
places_365_val,base,0.483601
places_365_val,base,0.354330
places_365_val,base,0.660490
places_365_val,base,0.319711
places_365_val,base,0.536240
places_365_val,base,0.470459
places_365_val,base,0.266075
places_365_val,base,0.530162
places_365_val,base,0.630157
places_365_val,base,0.286314
places_365_val,base,0.429615
places_365_val,base,0.488851
places_365_val,base,0.467890
places_365_val,base,0.526509
places_365_val,base,0.379705
places_365_val,base,0.384454
places_365_val,base,0.598641
places_365_val,base,0.705516
places_365_val,base,0.232922
places_365_val,base,0.651318
places_365_val,base,0.437907
places_365_val,base,0.570144
places_365_val,base,0.668482
places_365_val,base,0.426560
places_365_val,base,0.409199
places_365_val,base,0.551463
places_365_val,base,0.583093
places_365_val,base,0.323089
places_365_val,base,0.264295
places_365_val,base,0.673727
places_365_val,base,0.618375
places_365_val,base,0.234128
places_365_val,base,0.486107
places_365_val,base,0.533502
places_365_val,base,0.728865
places_365_val,base,0.239240
places_365_val,base,0.496372
places_365_val,base,0.644799
places_365_val,base,0.554077
places_365_val,base,0.763239
places_365_val,base,0.779630
places_365_val,base,0.368235
places_365_val,base,0.519704
places_365_val,base,0.575611
places_365_val,base,0.650916
places_365_val,base,0.720396
places_365_val,base,0.324523
places_365_val,base,0.333081
places_365_val,base,0.640330
places_365_val,base,0.472850
places_365_val,base,0.325748
places_365_val,base,0.589135
places_365_val,base,0.442564
places_365_val,base,0.478408
places_365_val,base,0.266984
places_365_val,base,0.532041
places_365_val,base,0.498306
places_365_val,base,0.642163
places_365_val,base,0.685045
places_365_val,base,0.754515
places_365_val,base,0.348994
places_365_val,base,0.641437
places_365_val,base,0.501670
places_365_val,base,0.333061
places_365_val,base,0.655576
places_365_val,base,0.751808
places_365_val,base,0.438458
places_365_val,base,0.423823
places_365_val,base,0.449253
places_365_val,base,0.568320
places_365_val,base,0.400177
places_365_val,base,0.767963
places_365_val,base,0.183856
places_365_val,base,0.383896
places_365_val,base,0.469604
places_365_val,base,0.443864
places_365_val,base,0.465753
places_365_val,base,0.359766
places_365_val,base,0.465052
places_365_val,base,0.520465
places_365_val,base,0.242950
places_365_val,base,0.443156
places_365_val,base,0.496497
places_365_val,base,0.724827
places_365_val,base,0.678025
places_365_val,base,0.767017
places_365_val,base,0.323775
places_365_val,base,0.458399
places_365_val,base,0.403282
places_365_val,base,0.541173
places_365_val,base,0.599068
places_365_val,base,0.689988
places_365_val,base,0.550280
places_365_val,base,0.369322
places_365_val,base,0.227144
places_365_val,base,0.404874
places_365_val,base,0.600231
places_365_val,base,0.441402
places_365_val,base,0.351749
places_365_val,base,0.624798
places_365_val,base,0.474466
places_365_val,base,0.603101
places_365_val,base,0.251786
places_365_val,base,0.511263
places_365_val,base,0.613111
places_365_val,base,0.710356
places_365_val,base,0.352520
places_365_val,base,0.586864
places_365_val,base,0.454446
places_365_val,base,0.385729
places_365_val,base,0.346459
places_365_val,base,0.395626
places_365_val,base,0.166843
places_365_val,base,0.143685
places_365_val,base,0.709620
places_365_val,base,0.414987
places_365_val,base,0.518654
places_365_val,base,0.330023
places_365_val,base,0.590314
places_365_val,base,0.259399
places_365_val,base,0.641012
places_365_val,base,0.446660
places_365_val,base,0.668085
places_365_val,base,0.201696
places_365_val,base,0.448981
places_365_val,base,0.504432
places_365_val,base,0.364466
places_365_val,base,0.449790
places_365_val,base,0.194865
places_365_val,base,0.501524
places_365_val,base,0.631169
places_365_val,base,0.440876
places_365_val,base,0.571924
places_365_val,base,0.346671
places_365_val,base,0.623573
places_365_val,base,0.710350
places_365_val,base,0.513181
places_365_val,base,0.254156
places_365_val,base,0.661216
places_365_val,base,0.314149
places_365_val,base,0.644075
places_365_val,base,0.456116
places_365_val,base,0.642248
places_365_val,base,0.137488
places_365_val,base,0.706578
places_365_val,base,0.666301
places_365_val,base,0.262876
places_365_val,base,0.301385
places_365_val,base,0.585047
places_365_val,base,0.347896
places_365_val,base,0.482196
places_365_val,base,0.511328
places_365_val,base,0.367541
places_365_val,base,0.421671
places_365_val,base,0.600360
places_365_val,base,0.741523
places_365_val,base,0.372905
places_365_val,base,0.556782
places_365_val,base,0.430827
places_365_val,base,0.390039
places_365_val,base,0.420826
places_365_val,base,0.247520
places_365_val,base,0.455278
places_365_val,base,0.588685
places_365_val,base,0.611660
places_365_val,base,0.593844
places_365_val,base,0.595164
places_365_val,base,0.517531
places_365_val,base,0.770082
places_365_val,base,0.399798
places_365_val,base,0.499712
places_365_val,base,0.748826
places_365_val,base,0.733144
places_365_val,base,0.498922
places_365_val,base,0.461272
places_365_val,base,0.439593
places_365_val,base,0.340207
places_365_val,base,0.774637
places_365_val,base,0.317386
places_365_val,base,0.760904
places_365_val,base,0.670573
places_365_val,base,0.398378
places_365_val,base,0.604074
places_365_val,base,0.499658
places_365_val,base,0.646273
places_365_val,base,0.376074
places_365_val,base,0.336008
places_365_val,base,0.602327
places_365_val,base,0.559606
places_365_val,base,0.624070
places_365_val,base,0.664625
places_365_val,base,0.255767
places_365_val,base,0.396466
places_365_val,base,0.239638
places_365_val,base,0.624799
places_365_val,base,0.639312
places_365_val,base,0.309698
places_365_val,base,0.287987
places_365_val,base,0.454217
places_365_val,base,0.523943
places_365_val,base,0.376455
places_365_val,base,0.461822
places_365_val,base,0.514921
places_365_val,base,0.608495
places_365_val,base,0.497288
places_365_val,base,0.471068
places_365_val,base,0.619928
places_365_val,base,0.770140
places_365_val,base,0.377542
places_365_val,base,0.550202
places_365_val,base,0.287258
places_365_val,base,0.480014
places_365_val,base,0.867425
places_365_val,base,0.411334
places_365_val,base,0.656827
places_365_val,base,0.650639
places_365_val,base,0.427353
places_365_val,base,0.491610
places_365_val,base,0.632268
places_365_val,base,0.516872
places_365_val,base,0.563184
places_365_val,base,0.394192
places_365_val,base,0.416516
places_365_val,base,0.632652
places_365_val,base,0.279362
places_365_val,base,0.246644
places_365_val,base,0.454480
places_365_val,base,0.308005
places_365_val,base,0.390139
places_365_val,base,0.596527
places_365_val,base,0.433874
places_365_val,base,0.517822
places_365_val,base,0.872197
places_365_val,base,0.283613
places_365_val,base,0.406685
places_365_val,base,0.714166
places_365_val,base,0.398079
places_365_val,base,0.439629
places_365_val,base,0.478156
places_365_val,base,0.408389
places_365_val,base,0.494932
places_365_val,base,0.438774
places_365_val,base,0.328630
places_365_val,base,0.314071
places_365_val,base,0.322265
places_365_val,base,0.265312
places_365_val,base,0.547506
places_365_val,base,0.669520
places_365_val,base,0.252332
places_365_val,base,0.728930
places_365_val,base,0.412693
places_365_val,base,0.577126
places_365_val,base,0.718464
places_365_val,base,0.402720
places_365_val,base,0.459378
places_365_val,base,0.547700
places_365_val,base,0.659211
places_365_val,base,0.302420
places_365_val,base,0.315796
places_365_val,base,0.635617
places_365_val,base,0.237200
places_365_val,base,0.623511
places_365_val,base,0.732033
places_365_val,base,0.708735
places_365_val,base,0.491482
places_365_val,base,0.832258
places_365_val,base,0.632648
places_365_val,base,0.478026
places_365_val,base,0.455295
places_365_val,base,0.579340
places_365_val,base,0.380022
places_365_val,base,0.723166
places_365_val,base,0.741879
places_365_val,base,0.671795
places_365_val,base,0.665457
places_365_val,base,0.649857
places_365_val,base,0.446305
places_365_val,base,0.317132
places_365_val,base,0.530671
places_365_val,base,0.329933
places_365_val,base,0.504671
places_365_val,base,0.408301
places_365_val,base,0.329844
places_365_val,base,0.569407
places_365_val,base,0.160086
places_365_val,base,0.590794
places_365_val,base,0.276796
places_365_val,base,0.534125
places_365_val,base,0.731149
places_365_val,base,0.652626
places_365_val,base,0.825587
places_365_val,base,0.497509
places_365_val,base,0.247197
places_365_val,base,0.592079
places_365_val,base,0.365738
places_365_val,base,0.174334
places_365_val,base,0.452619
places_365_val,base,0.399653
places_365_val,base,0.491484
places_365_val,base,0.498428
places_365_val,base,0.218901
places_365_val,base,0.672529
places_365_val,base,0.633056
places_365_val,base,0.519466
places_365_val,base,0.516650
places_365_val,base,0.727745
places_365_val,base,0.661071
places_365_val,base,0.412902
places_365_val,base,0.305932
places_365_val,base,0.301251
places_365_val,base,0.328350
places_365_val,base,0.306875
places_365_val,base,0.558037
places_365_val,base,0.472556
places_365_val,base,0.980256
places_365_val,base,0.696422
places_365_val,base,0.439673
places_365_val,base,0.478701
places_365_val,base,0.254897
places_365_val,base,0.701224
places_365_val,base,0.432558
places_365_val,base,0.408572
places_365_val,base,0.402590
places_365_val,base,0.541421
places_365_val,base,0.552128
places_365_val,base,0.644573
places_365_val,base,0.696366
places_365_val,base,0.499909
places_365_val,base,0.533354
places_365_val,base,0.683581
places_365_val,base,0.378923
places_365_val,base,0.401537
places_365_val,base,0.728003
places_365_val,base,0.642563
places_365_val,base,0.418753
places_365_val,base,0.555294
places_365_val,base,0.476174
places_365_val,base,0.685451
places_365_val,base,0.644921
places_365_val,base,0.494222
places_365_val,base,0.691222
